ClientID,Location,NumAccounts,SavingsBalance,CheckingBalance,InvestmentBalance,TransactionFrequency,TransactionVolume,CreditScore,Tenure,ChurnHistory,Complaints,MarketingResponse
3408,New York,4,10305,24147,46634,19,22,755,3,Yes,1,No
3409,Houston,1,32058,2402,121153,9,37,772,10,No,3,Yes
3410,Chicago,1,30499,15918,118499,18,57,754,9,No,3,Yes
3411,Dallas,1,7159,2951,53010,7,49,847,4,No,3,Yes
3412,New York,4,17825,22832,135501,9,57,751,10,Yes,1,No
3413,Dallas,5,29983,6732,78531,16,48,790,2,Yes,1,Yes
3414,New York,2,26641,3626,162496,14,59,812,7,Yes,2,No
3415,New York,1,32197,26403,198570,16,29,768,2,No,3,No
3416,Houston,5,35435,6977,112486,18,21,622,7,No,2,Yes
3417,Houston,6,2961,29950,104020,16,48,659,9,Yes,3,Yes
3418,Dallas,2,22193,28616,75026,7,26,841,6,Yes,3,No
3419,New York,5,19763,26429,11148,5,56,791,9,Yes,0,No
3420,New York,5,3015,10868,81849,7,48,818,3,Yes,3,No
3421,Chicago,2,19388,11934,56290,20,41,799,1,No,0,Yes
3422,Chicago,6,20158,25732,177636,11,53,760,6,No,2,Yes
3423,Chicago,2,45382,11081,186166,12,27,704,9,Yes,0,No
3424,Houston,6,41073,16600,14900,13,49,827,2,No,1,Yes
3425,Houston,6,45611,25079,40503,20,23,827,9,Yes,0,Yes
3426,Houston,4,34332,23907,30184,15,59,805,1,No,0,Yes
3427,Houston,2,48952,10939,119136,8,26,768,10,No,2,Yes
3428,Chicago,3,1718,23509,145010,14,35,814,8,No,1,Yes
3429,Houston,2,23788,8929,96511,14,46,605,6,Yes,2,Yes
3430,Houston,3,42843,10252,57007,5,42,748,9,No,0,Yes
3431,Houston,3,1992,21146,184384,13,49,763,1,Yes,3,Yes
3432,Dallas,1,12594,3367,48476,14,48,834,6,Yes,3,No
3433,Dallas,5,3506,2085,48358,19,28,805,2,No,2,No
3434,Chicago,3,10364,9977,141895,17,23,801,6,No,1,No
3435,New York,1,24147,28152,28420,17,23,651,5,Yes,1,No
3436,Houston,1,34678,5942,128576,13,49,846,2,No,2,No
3437,Houston,2,38493,28950,193166,12,46,635,9,Yes,2,Yes
3438,Dallas,6,36403,13726,143193,14,53,798,10,Yes,3,No
3439,New York,6,5684,9303,54601,15,55,654,6,Yes,3,No
3440,Dallas,3,49042,4197,111921,6,58,702,6,No,2,No
3441,Chicago,1,42602,11141,191528,9,54,684,9,Yes,2,Yes
3442,Dallas,6,2109,28715,71179,13,22,628,9,Yes,2,No
3443,New York,1,43630,1017,57173,7,32,643,8,No,3,No
3444,Chicago,6,3929,20822,13346,9,23,638,9,Yes,2,No
3445,Dallas,5,21577,7932,108556,17,22,713,5,Yes,3,Yes
3446,Houston,4,31951,10101,146630,5,42,773,3,No,3,Yes
3447,Houston,3,5567,23425,14047,14,37,735,1,No,1,No
3448,New York,3,19486,15506,51568,14,47,720,9,No,0,No
3449,Chicago,1,40211,10214,126388,20,52,840,6,Yes,1,Yes
3450,Houston,2,22402,1282,121794,11,28,805,5,Yes,0,Yes
3451,New York,4,14437,23525,17125,8,21,674,4,Yes,0,Yes
3452,Dallas,5,21288,28000,12501,17,20,802,1,Yes,0,Yes
3453,New York,6,2886,6762,195052,15,55,691,7,Yes,2,Yes
3454,Houston,4,8468,17396,160450,5,29,697,2,Yes,0,Yes
3455,Chicago,4,49057,15620,127082,9,28,815,3,No,2,No
3456,Chicago,3,9077,24188,107029,13,29,756,3,No,2,Yes
3457,Chicago,2,7095,29991,196861,6,36,828,6,No,1,Yes
3458,New York,1,34742,23055,187584,11,51,847,1,Yes,0,No
3459,New York,1,1086,1509,169099,17,40,813,5,Yes,1,No
3460,Chicago,2,28658,12423,66880,12,42,648,4,No,2,No
3461,Houston,2,2990,9865,182598,15,33,647,4,No,0,Yes
3462,Dallas,5,12916,17527,26005,7,40,742,2,Yes,0,Yes
3463,Chicago,1,34932,9953,67578,16,37,811,8,No,1,No
3464,New York,4,18358,25584,110865,18,22,624,5,No,0,Yes
3465,Chicago,1,2411,24246,193782,15,57,603,1,Yes,3,Yes
3466,New York,5,48185,27735,76490,15,33,722,3,No,0,Yes
3467,New York,1,22586,4091,171152,8,40,748,2,Yes,2,Yes
3468,Dallas,5,45393,17877,31989,10,50,643,2,Yes,3,Yes
3469,Dallas,5,30637,8191,119994,9,28,702,2,Yes,0,Yes
3470,Chicago,2,37335,7326,54337,20,30,810,3,No,3,Yes
3471,Chicago,5,4146,29757,104651,16,34,787,4,Yes,2,Yes
3472,Chicago,1,42205,7100,136482,13,23,838,4,No,3,Yes
3473,Dallas,2,31376,11110,150378,5,28,764,5,Yes,1,Yes
3474,Houston,4,25746,21574,187951,6,53,773,7,Yes,1,Yes
3475,Dallas,3,43346,16382,76617,13,22,750,6,Yes,0,Yes
3476,Houston,5,8332,14914,23970,16,58,754,5,Yes,0,Yes
3477,Chicago,5,32950,25253,53485,10,34,665,9,No,1,No
3478,Dallas,6,19085,28254,124493,10,52,805,4,No,0,No
3479,Dallas,3,26703,1597,126718,14,48,678,9,Yes,0,No
3480,Houston,5,13066,15672,168121,20,34,699,7,Yes,2,No
3481,Houston,3,26692,3312,135754,13,47,821,4,No,1,No
3482,Dallas,2,19340,1317,70580,8,31,636,8,Yes,3,Yes
3483,New York,4,36977,19356,66455,17,52,712,9,No,3,No
3484,Dallas,2,47189,17732,25420,18,51,790,3,No,0,Yes
3485,Houston,5,22931,6815,83585,17,53,719,6,Yes,3,No
3486,Chicago,5,24661,13469,30969,17,47,807,2,No,0,No
3487,Dallas,1,36956,16953,45005,9,33,629,4,No,2,No
3488,Houston,6,16923,16344,34471,13,20,665,8,Yes,2,No
3489,Dallas,2,21395,16279,197681,5,22,665,5,No,0,Yes
3490,Chicago,1,32827,5334,112125,7,49,770,1,Yes,0,Yes
3491,New York,1,36187,15396,49369,18,29,692,9,Yes,1,Yes
3492,Dallas,5,19865,29495,195782,13,47,661,9,No,0,No
3493,Dallas,2,35293,13878,124924,9,56,702,9,Yes,0,Yes
3494,New York,4,32971,9382,10032,18,25,726,6,Yes,2,No
3495,Houston,6,9508,28269,41860,9,55,679,9,No,3,Yes
3496,Chicago,4,48032,10146,60009,8,30,649,8,No,2,No
3497,Chicago,3,5241,17515,125233,17,43,688,5,No,2,No
3498,Chicago,5,8356,24682,106645,14,48,810,9,No,2,Yes
3499,New York,3,32547,9010,55733,18,51,667,5,No,0,No
3500,Chicago,1,1908,11082,145249,20,22,812,3,No,2,Yes
3501,New York,3,11984,10312,165023,6,34,601,4,No,1,Yes
3502,Houston,1,13300,5991,124224,13,22,692,4,Yes,3,Yes
3503,Dallas,2,44162,19857,167241,19,53,759,8,Yes,3,Yes
3504,Chicago,4,33828,6979,63851,8,57,664,9,No,3,Yes
