ClientID,Location,NumAccounts,SavingsBalance,CheckingBalance,InvestmentBalance,TransactionFrequency,TransactionVolume,CreditScore,Tenure,ChurnHistory,Complaints,MarketingResponse
3407,Dallas,1,31622,14576,33050,5,50,683,5,Yes,1,Yes
3408,Dallas,5,49962,15877,123670,9,47,661,5,No,3,No
3409,New York,1,38911,27619,94883,11,21,723,9,No,1,No
3410,Houston,5,26743,23011,60977,8,51,634,5,Yes,0,No
3411,Chicago,6,32315,9405,197136,13,60,674,10,Yes,1,No
3412,Chicago,3,27177,1469,26939,16,51,802,2,Yes,3,Yes
3413,Chicago,2,44452,24527,44171,18,36,711,1,Yes,0,Yes
3414,Chicago,3,49214,27348,134624,16,52,615,7,No,3,No
3415,New York,2,19336,26814,62417,14,48,602,1,No,3,No
3416,New York,5,23587,16674,35911,20,43,645,5,Yes,2,Yes
3417,Houston,5,35751,6164,29568,7,31,628,5,No,2,No
3418,New York,6,28255,27222,107827,14,22,637,5,Yes,0,No
3419,Chicago,6,42875,22562,90097,8,23,790,7,Yes,1,Yes
3420,Dallas,6,29045,23501,122353,5,50,847,1,Yes,2,No
3421,New York,2,41749,23266,171050,17,31,822,9,No,3,No
3422,Chicago,4,7364,8452,42288,9,30,673,6,Yes,2,No
3423,New York,1,14834,7129,94402,12,44,807,10,Yes,0,Yes
3424,Houston,6,39738,12084,175975,8,20,843,2,Yes,2,Yes
3425,Chicago,2,21482,1918,70026,9,22,840,2,No,2,No
3426,Dallas,6,3503,17665,122766,9,49,689,10,No,3,Yes
3427,Chicago,3,26766,24326,72202,14,53,794,5,Yes,0,No
3428,New York,6,9643,2997,124814,8,51,677,9,No,0,No
3429,Dallas,5,43054,21084,79269,5,38,794,10,Yes,1,No
3430,Houston,5,16486,15826,79125,12,21,613,5,Yes,1,No
3431,Dallas,6,11980,11210,142631,12,47,667,6,Yes,0,No
3432,Houston,3,40356,10070,139106,12,29,645,3,No,3,Yes
3433,Chicago,1,22540,25722,162303,15,31,736,1,No,3,No
3434,New York,5,48945,3415,36483,11,60,786,7,No,3,No
3435,New York,5,3518,4522,107340,8,31,694,8,No,2,Yes
3436,Dallas,2,7800,9676,40938,20,49,813,3,No,1,No
3437,Houston,6,8175,6276,103762,8,46,678,10,No,1,No
3438,New York,5,24363,22930,145286,10,35,827,6,No,1,Yes
3439,New York,3,34304,8340,77094,15,58,837,7,No,2,Yes
3440,Chicago,6,35957,26748,76574,14,36,821,8,Yes,2,Yes
3441,Chicago,5,22199,1550,28992,17,43,653,7,No,1,No
3442,Dallas,1,24034,10734,166845,7,39,694,8,Yes,3,Yes
3443,New York,3,49836,8655,60235,7,36,846,2,Yes,0,No
3444,Chicago,1,23396,21185,89062,11,59,697,9,Yes,2,No
3445,Houston,6,21774,22723,50050,10,52,609,3,No,2,Yes
3446,Dallas,4,38088,3475,109036,11,41,694,1,Yes,1,Yes
3447,New York,1,13514,13837,70513,18,21,728,6,No,1,Yes
3448,Houston,5,26082,25054,109854,12,35,802,8,Yes,1,Yes
3449,Houston,1,17817,6783,103299,5,25,655,6,Yes,1,Yes
3450,Dallas,1,28704,5031,105779,8,46,781,6,Yes,0,No
3451,Houston,4,3626,1585,85763,11,51,792,5,Yes,1,No
3452,New York,6,39421,5934,109053,8,58,615,8,No,0,Yes
3453,Chicago,1,3722,10030,98811,16,40,606,2,No,1,Yes
3454,Dallas,4,2684,20740,75008,20,25,827,7,Yes,2,No
3455,Chicago,1,47187,7896,49994,11,21,645,5,Yes,0,No
3456,New York,1,1597,4966,39541,11,55,676,2,No,1,Yes
3457,Chicago,1,40995,22320,10868,14,35,755,8,Yes,0,Yes
3458,Houston,3,15092,28996,198730,12,38,652,8,No,2,Yes
3459,Chicago,3,10480,20818,54934,10,43,771,5,No,2,No
3460,Houston,1,14505,15775,61556,11,29,817,1,Yes,1,No
3461,Houston,5,11105,7120,137325,9,41,626,9,Yes,0,No
3462,Chicago,4,14475,28744,164122,11,58,778,10,No,1,No
3463,Dallas,6,2607,21110,61337,8,43,820,3,Yes,0,Yes
3464,Chicago,4,24022,28524,46608,7,53,718,4,Yes,0,Yes
3465,Houston,3,31604,12496,29975,5,22,824,4,No,1,No
3466,Houston,6,40774,16808,59571,20,55,735,7,No,0,No
3467,Houston,4,46356,11419,28655,10,29,748,2,No,2,No
3468,New York,1,7828,14972,73260,12,20,627,4,No,2,No
3469,Chicago,6,31106,7787,192595,16,50,825,4,No,1,Yes
3470,Dallas,3,40231,2208,53552,17,45,690,10,Yes,0,No
3471,Houston,5,33139,14336,148944,11,60,732,6,No,3,No
3472,New York,1,15836,23882,141472,17,59,764,3,Yes,0,Yes
3473,Chicago,4,35233,19924,193725,16,57,622,10,No,1,Yes
3474,Dallas,3,15900,24329,66706,17,40,665,1,No,3,Yes
3475,Dallas,3,19833,8122,12184,15,57,759,4,No,3,Yes
3476,Chicago,4,43881,13382,72589,8,30,836,3,No,3,No
3477,New York,3,29335,24190,86146,8,56,749,9,Yes,0,No
3478,Chicago,4,37777,20553,162068,14,60,762,8,Yes,2,Yes
3479,Dallas,4,47716,7192,115938,15,56,616,2,Yes,3,No
3480,Dallas,5,28703,10566,110173,8,51,755,3,No,1,No
3481,Chicago,5,47216,21644,156281,17,40,729,7,No,1,No
3482,New York,6,46065,21331,131542,5,30,666,3,Yes,3,No
3483,Chicago,5,38025,3319,66906,13,59,781,3,Yes,0,No
3484,New York,5,2049,6759,31654,11,41,775,8,No,1,Yes
3485,Chicago,4,11588,10407,153041,18,28,658,10,No,1,Yes
3486,Dallas,4,40476,13013,17555,17,43,814,1,No,2,No
3487,Houston,3,40337,10376,136845,6,36,630,7,Yes,3,Yes
3488,New York,6,42008,28007,175716,10,34,637,9,Yes,2,Yes
3489,Dallas,1,8735,19327,39770,12,32,830,3,Yes,1,No
3490,Chicago,2,15679,16751,102964,20,20,652,3,Yes,0,No
3491,New York,3,39709,10289,42664,19,29,636,4,Yes,0,No
3492,Chicago,4,9308,9751,93425,8,48,754,1,No,2,Yes
3493,New York,5,29029,25143,118001,9,39,645,3,No,3,No
3494,Chicago,2,45402,10672,111907,19,20,810,8,Yes,2,No
3495,Houston,5,26312,22630,92564,19,55,716,6,Yes,3,No
3496,Chicago,6,40638,6170,75500,9,37,846,2,No,3,No
3497,New York,4,24585,13572,91844,10,54,719,1,No,2,No
3498,Chicago,5,42301,28344,176974,16,35,761,4,No,2,Yes
3499,Houston,2,5138,13970,169608,12,39,743,1,No,0,No
3500,Chicago,3,6015,5860,65154,19,42,768,5,Yes,3,No
3501,New York,2,49689,4096,121030,20,60,646,4,Yes,3,Yes
3502,Houston,6,45844,20043,92933,8,53,627,10,Yes,3,No
3503,Dallas,3,44217,9578,27302,19,50,765,1,No,2,No
3504,Houston,6,44931,4272,126030,13,33,819,8,No,1,No
